"name";"RA_ICRS";"DE_ICRS";"dist";"e_dist";"age";"e_age";"FeH";"e_FeH";"Av";"e_Av";"Nc";"alpha_high_ind";"alpha_low_ind";"Mc_ind";"offset_ind";"Mc_left_ind";"Mc_right_ind";"alpha_high_ind_error";"alpha_low_ind_error";"Mc_ind_error";"offset_ind_error";"alpha_high_prim";"alpha_low_prim";"Mc_prim";"offset_prim";"Mc_left_prim";"Mc_right_prim";"alpha_high_prim_error";"alpha_low_prim_error";"Mc_prim_error";"offset_prim_error";"alpha_high_sec";"alpha_low_sec";"Mc_sec";"offset_sec";"Mc_left_sec";"Mc_right_sec";"alpha_high_sec_error";"alpha_low_sec_error";"Mc_sec_error";"offset_sec_error";"alpha_high_prim_sec";"alpha_low_prim_sec";"Mc_prim_sec";"offset_prim_sec";"Mc_left_prim_sec";"Mc_right_prim_sec";"alpha_high_prim_sec_error";"alpha_low_prim_sec_error";"Mc_prim_sec_error";"offset_prim_sec_error";"alpha_high_ind_prim";"alpha_low_ind_prim";"Mc_ind_prim";"offset_ind_prim";"Mc_left_ind_prim";"Mc_right_ind_prim";"alpha_high_ind_prim_error";"alpha_low_ind_prim_error";"Mc_ind_prim_error";"offset_ind_prim_error";"vis_mass_total";"vis_mass_total_error";"mass_total";"mass_total_error";"bin_frac";"average_ratio";"str_frac";"segregation_ratio";"segregation_ratio_std"
"Alessi_53";"97.3609";"9.1762";"4687";"764";"9.026";"0.36";"-0.194";"0.114";"1.988";"0.404";"358";"-0.0";"0.0";"0.02";"0.71";"0.0";"7.0";"0.0";"2.47";"0.5";"0.5";"-3.0";"0.0";"0.02";"1.25";"0.0";"7.0";"0.0";"1.45";"0.22";"0.0";"-1.64";"2.61";"-0.06";"0.92";"4.0";"4.0";"0.06";"0.83";"0.11";"1.11";"-2.59";"2.15";"0.1";"1.47";"7.0";"3.0";"0.07";"1.89";"0.4";"0.73";"-0.94";"0.0";"0.02";"1.14";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"131.0";"2.0";"390.0";"39.0";"0.53";"0.77";"0.2";"";"0.0"
"UPK_53";"288.577";"14.3841";"582";"1";"8.328";"0.126";"0.042";"0.026";"1.435";"0.042";"338";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.15";"0.04";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"COIN-Gaia_27";"85.8209";"13.7803";"1057";"19";"8.618";"0.219";"-0.154";"0.072";"1.758";"0.128";"364";"-1.94";"0.01";"-0.13";"1.0";"1.0";"6.0";"0.12";"0.92";"0.1";"0.1";"-1.37";"0.86";"0.0";"1.14";"3.0";"5.0";"0.06";"0.46";"0.11";"0.72";"-2.97";"0.56";"0.08";"1.38";"5.0";"3.0";"0.07";"1.47";"0.25";"0.63";"-1.59";"1.34";"-0.0";"1.48";"5.0";"4.0";"0.05";"0.48";"0.12";"0.36";"-1.65";"0.0";"-0.01";"1.4";"2.0";"6.0";"0.0";"0.15";"0.04";"0.0";"200.0";"2.0";"273.0";"27.3";"0.53";"0.72";"0.15";"0.65";"0.0"
"Alessi_Teutsch_3";"118.2504";"-52.99";"684";"2";"8.173";"0.17";"-0.039";"0.02";"0.744";"0.043";"367";"-1.96";"0.0";"-0.14";"1.07";"2.0";"6.0";"0.05";"0.23";"0.03";"0.03";"-1.2";"0.0";"-0.1";"0.87";"2.0";"5.0";"0.24";"0.68";"0.17";"1.56";"-2.2";"0.16";"-0.09";"0.81";"3.0";"3.0";"0.12";"1.06";"0.16";"0.8";"-1.49";"3.0";"-0.23";"1.08";"2.0";"6.0";"0.02";"0.19";"0.04";"0.77";"-1.84";"0.0";"-0.15";"1.19";"2.0";"8.0";"0.0";"0.15";"0.04";"0.0";"151.0";"2.0";"218.0";"21.8";"0.28";"0.81";"0.21";"0.77";"0.0"
"COIN-Gaia_18";"78.4167";"35.5141";"987";"11";"8.275";"0.101";"-0.093";"0.045";"1.147";"0.08";"367";"-2.12";"0.0";"-0.2";"0.94";"0.0";"8.0";"0.0";"0.5";"0.08";"0.08";"-1.33";"0.11";"0.1";"1.14";"3.0";"4.0";"0.21";"0.99";"0.32";"1.03";"-2.07";"1.9";"-0.12";"0.87";"4.0";"4.0";"0.04";"0.62";"0.07";"0.44";"-2.42";"0.79";"0.09";"1.59";"5.0";"4.0";"0.1";"1.22";"0.35";"0.71";"-1.79";"0.0";"-0.19";"1.21";"0.0";"10.0";"0.0";"0.15";"0.04";"0.0";"163.0";"2.0";"272.0";"27.200000000000003";"0.4";"0.62";"0.19";"0.81";"0.0"
"Alessi_20";"2.6127";"58.729";"423";"1";"6.994";"0.068";"-0.106";"0.071";"1.095";"0.089";"365";"-1.75";"0.0";"-0.26";"0.97";"3.0";"7.0";"0.11";"0.4";"0.08";"0.08";"-1.42";"1.37";"-0.08";"0.9";"2.0";"5.0";"0.09";"0.27";"0.05";"1.19";"-2.1";"0.0";"-0.07";"0.81";"3.0";"3.0";"0.19";"1.45";"0.21";"1.04";"-2.0";"0.27";"-0.02";"1.18";"3.0";"5.0";"0.07";"0.33";"0.08";"0.35";"-1.59";"0.0";"-0.16";"1.26";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"143.0";"2.0";"170.0";"17.0";"0.22";"0.74";"0.16";"0.8";"0.0"
"NGC_2169";"92.124";"13.9337";"936";"16";"6.899";"0.058";"-0.179";"0.057";"0.805";"0.056";"364";"-1.04";"0.02";"-0.23";"0.9";"2.0";"13.0";"0.4";"0.26";"0.09";"0.09";"-0.72";"0.0";"-0.26";"0.81";"0.0";"6.0";"0.0";"0.28";"0.1";"0.0";"-0.86";"0.0";"0.02";"0.71";"4.0";"2.0";"0.52";"2.16";"0.44";"0.64";"-0.87";"1.58";"-0.25";"1.0";"1.0";"6.0";"0.43";"0.28";"0.09";"5.19";"-1.13";"0.0";"-0.21";"1.11";"2.0";"12.0";"0.0";"0.15";"0.04";"0.0";"173.0";"3.0";"212.0";"21.200000000000003";"0.25";"0.81";"0.21";"0.84";"0.0"
"Bochum_11";"161.7445";"-60.1101";"2224";"145";"6.863";"0.094";"0.092";"0.107";"1.773";"0.147";"347";"-1.3";"0.0";"0.02";"1.3";"0.0";"9.0";"0.0";"0.22";"0.1";"0.1";"-0.88";"1.11";"0.05";"1.38";"1.0";"8.0";"0.08";"0.22";"0.09";"0.0";"-1.01";"3.0";"-0.08";"1.35";"3.0";"8.0";"0.05";"0.3";"0.11";"1.35";"-1.16";"2.67";"0.02";"1.64";"5.0";"10.0";"0.04";"0.26";"0.11";"0.89";"-1.12";"3.0";"0.05";"1.55";"2.0";"11.0";"0.0";"0.15";"0.04";"0.0";"502.0";"3.0";"581.0";"58.1";"0.69";"0.82";"0.15";"0.94";"0.0"
"NGC_2367";"110.0287";"-21.8728";"1940";"251";"7.249";"0.197";"-0.132";"0.06";"1.071";"0.079";"363";"-1.33";"0.0";"-0.1";"0.96";"0.0";"5.0";"0.0";"0.96";"0.2";"0.2";"-1.48";"0.0";"-0.29";"0.91";"0.0";"8.0";"0.0";"0.57";"0.12";"0.0";"-1.39";"3.0";"-0.09";"0.88";"4.0";"5.0";"0.06";"0.51";"0.12";"1.75";"-1.25";"3.0";"-0.09";"1.0";"6.0";"8.0";"0.04";"0.4";"0.1";"1.75";"-1.61";"0.0";"-0.11";"1.15";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"117.0";"3.0";"267.0";"26.700000000000003";"0.58";"0.88";"0.1";"0.79";"0.0"
"COIN-Gaia_7";"33.7099";"58.4479";"1349";"33";"8.031";"0.069";"0.002";"0.067";"1.718";"0.126";"366";"-1.98";"0.0";"-0.13";"1.16";"0.0";"9.0";"0.0";"0.37";"0.06";"0.06";"-3.0";"3.0";"0.02";"1.22";"2.0";"5.0";"0.03";"0.58";"0.08";"1.83";"-3.0";"1.76";"-0.07";"0.91";"4.0";"3.0";"0.03";"1.0";"0.07";"0.54";"-2.94";"2.42";"-0.02";"1.4";"5.0";"4.0";"0.03";"0.83";"0.12";"0.5";"-2.52";"0.0";"0.02";"1.41";"3.0";"8.0";"0.0";"0.15";"0.04";"0.0";"168.0";"2.0";"282.0";"28.200000000000003";"0.37";"0.68";"0.16";"0.77";"0.0"
"IC_4996";"304.1411";"37.6504";"1912";"80";"7.027";"0.023";"0.076";"0.065";"1.863";"0.049";"354";"-0.63";"0.9";"-0.02";"1.03";"0.0";"7.0";"0.0";"0.15";"0.07";"0.07";"-1.25";"1.36";"0.08";"1.49";"2.0";"7.0";"0.08";"0.35";"0.15";"1.79";"-1.36";"1.98";"-0.03";"1.35";"4.0";"7.0";"0.04";"0.26";"0.09";"0.6";"-1.47";"2.61";"0.01";"1.59";"6.0";"13.0";"0.02";"0.17";"0.07";"0.43";"-1.31";"1.05";"0.09";"1.67";"2.0";"8.0";"0.0";"0.15";"0.04";"0.0";"435.0";"2.0";"473.0";"47.3";"0.69";"0.75";"0.18";"0.82";"0.0"
"ASCC_107";"297.1882";"21.9844";"847";"8";"7.652";"0.359";"0.253";"0.187";"1.463";"0.204";"357";"-1.9";"0.0";"-0.17";"1.04";"0.0";"6.0";"0.0";"0.56";"0.13";"0.13";"-2.06";"0.0";"-0.15";"1.21";"0.0";"8.0";"0.0";"0.38";"0.07";"0.0";"-1.59";"3.0";"-0.22";"0.99";"3.0";"6.0";"0.04";"0.51";"0.08";"1.54";"-1.86";"3.0";"-0.15";"1.29";"4.0";"9.0";"0.03";"0.28";"0.05";"0.94";"-2.05";"0.0";"-0.18";"1.36";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"187.0";"2.0";"330.0";"33.0";"0.7";"0.8";"0.17";"0.79";"0.0"
"ASCC_128";"349.7955";"54.3994";"644";"1";"8.388";"0.1";"-0.052";"0.055";"0.681";"0.069";"364";"-1.5";"0.0";"-0.28";"1.05";"0.0";"8.0";"0.0";"0.3";"0.07";"0.07";"-0.0";"0.21";"0.1";"0.76";"4.0";"3.0";"1.62";"1.15";"0.39";"0.8";"-3.0";"0.85";"-0.01";"0.92";"5.0";"2.0";"0.13";"3.65";"0.44";"0.58";"-0.85";"0.69";"-0.06";"1.09";"3.0";"5.0";"0.13";"0.3";"0.07";"0.61";"-1.03";"0.0";"-0.29";"1.22";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"158.0";"2.0";"224.0";"22.4";"0.3";"0.59";"0.22";"0.65";"0.0"
"Berkeley_28";"103.0329";"2.9227";"3585";"239";"8.525";"0.084";"-0.257";"0.053";"2.122";"0.075";"373";"-1.76";"0.0";"0.02";"1.24";"0.0";"7.0";"0.0";"1.02";"0.18";"0.18";"-2.18";"0.0";"0.02";"1.49";"0.0";"8.0";"0.0";"0.42";"0.09";"0.0";"-2.14";"1.27";"-0.01";"1.35";"4.0";"3.0";"0.07";"1.15";"0.17";"0.67";"-1.88";"2.16";"0.03";"1.59";"6.0";"7.0";"0.04";"0.68";"0.17";"0.46";"-2.32";"0.0";"0.02";"1.66";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"284.0";"2.0";"615.0";"61.5";"0.62";"0.66";"0.2";"";"0.0"
"Czernik_9";"38.3989";"59.8769";"2512";"124";"8.54";"0.313";"-0.146";"0.056";"3.278";"0.087";"370";"-0.7";"0.0";"0.02";"0.89";"0.0";"7.0";"0.0";"0.65";"0.16";"0.16";"-1.45";"0.0";"0.02";"1.29";"0.0";"7.0";"0.0";"0.53";"0.13";"0.0";"-0.54";"1.38";"-0.06";"1.21";"3.0";"4.0";"0.58";"1.3";"0.19";"3.24";"-1.54";"1.69";"0.1";"1.56";"7.0";"5.0";"0.06";"0.79";"0.2";"0.55";"-1.32";"0.0";"0.02";"1.42";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"229.0";"2.0";"422.0";"42.2";"0.63";"0.71";"0.21";"";"0.0"
"King_20";"353.3215";"58.4721";"1709";"30";"7.623";"0.128";"0.113";"0.078";"2.589";"0.037";"366";"-1.87";"0.0";"-0.05";"1.45";"0.0";"9.0";"0.0";"0.34";"0.08";"0.08";"-0.15";"0.61";"-0.07";"0.99";"0.0";"7.0";"0.0";"0.58";"0.15";"0.0";"-1.48";"1.73";"-0.04";"1.16";"4.0";"4.0";"0.08";"0.85";"0.15";"0.91";"-1.01";"1.66";"0.07";"1.53";"5.0";"3.0";"0.06";"0.57";"0.17";"0.35";"-1.39";"0.0";"-0.07";"1.61";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"286.0";"2.0";"432.0";"43.2";"0.41";"0.64";"0.19";"0.89";"0.0"
"BH_19";"121.7587";"-32.3522";"3632";"113";"8.439";"0.399";"-0.119";"0.027";"2.496";"0.056";"372";"-1.54";"0.0";"0.02";"1.36";"0.0";"6.0";"0.0";"0.75";"0.17";"0.17";"-3.0";"0.0";"0.02";"1.62";"0.0";"7.0";"0.0";"0.34";"0.07";"0.0";"-1.48";"0.89";"0.1";"1.32";"5.0";"2.0";"0.12";"2.34";"0.35";"0.65";"-3.0";"1.74";"0.1";"1.7";"10.0";"7.0";"0.04";"1.04";"0.24";"0.51";"-2.52";"0.0";"0.02";"1.72";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"248.0";"2.0";"652.0";"65.2";"0.51";"0.7";"0.23";"";"0.0"
"UPK_46";"294.7179";"-1.3303";"666";"2";"8.465";"0.101";"0.025";"0.097";"0.789";"0.074";"362";"-1.41";"1.63";"-0.21";"0.66";"1.0";"7.0";"0.07";"0.48";"0.1";"0.1";"-1.43";"0.07";"0.03";"0.96";"2.0";"4.0";"0.58";"2.18";"0.65";"1.81";"-1.63";"0.0";"-0.19";"0.57";"3.0";"3.0";"0.32";"0.99";"0.16";"2.49";"-1.3";"0.25";"-0.08";"1.04";"3.0";"4.0";"0.14";"0.58";"0.12";"0.71";"-1.28";"0.06";"-0.22";"0.98";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"88.0";"2.0";"119.0";"11.9";"0.47";"0.6";"0.19";"0.73";"0.0"
"NGC_6396";"264.401";"-35.0128";"2188";"169";"7.039";"0.065";"0.3";"0.074";"2.968";"0.046";"335";"-1.56";"0.0";"0.02";"1.53";"0.0";"15.0";"0.0";"0.36";"0.14";"0.14";"-1.19";"0.0";"0.02";"1.66";"0.0";"7.0";"0.0";"0.2";"0.09";"0.0";"-0.88";"1.52";"0.1";"1.27";"5.0";"8.0";"0.09";"0.38";"0.17";"0.68";"-1.07";"2.66";"0.1";"1.67";"5.0";"10.0";"0.06";"0.21";"0.09";"0.78";"-1.34";"0.0";"0.02";"1.88";"0.0";"10.0";"0.0";"0.15";"0.04";"0.0";"645.0";"3.0";"1087.0";"108.7";"0.49";"0.76";"0.2";"";"0.0"
"RSG_1";"75.5537";"37.4988";"310";"14";"8.383";"0.105";"-0.101";"0.068";"0.736";"0.069";"374";"-2.48";"0.0";"-0.24";"0.86";"3.0";"5.0";"0.1";"0.93";"0.12";"0.12";"-3.0";"0.57";"0.1";"1.22";"4.0";"3.0";"0.07";"1.62";"0.33";"0.55";"-3.0";"0.0";"-0.05";"0.69";"4.0";"3.0";"0.12";"2.48";"0.2";"0.88";"-2.97";"0.12";"0.03";"1.19";"4.0";"4.0";"0.03";"0.47";"0.07";"0.23";"-2.15";"0.0";"-0.15";"1.14";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"122.0";"2.0";"156.0";"15.6";"0.22";"0.76";"0.18";"0.81";"0.0"
"UBC_521";"187.5219";"-64.1667";"2488";"260";"8.753";"0.318";"0.13";"0.09";"2.338";"0.158";"338";"-1.06";"0.0";"0.02";"1.11";"0.0";"7.0";"0.0";"0.76";"0.17";"0.17";"-0.02";"0.07";"-0.14";"1.06";"0.0";"8.0";"0.0";"0.64";"0.15";"0.0";"-1.71";"1.63";"0.09";"1.48";"6.0";"3.0";"0.08";"1.74";"0.35";"0.58";"-0.69";"2.52";"0.05";"1.54";"7.0";"5.0";"0.07";"0.79";"0.19";"0.76";"-0.63";"1.51";"0.06";"1.32";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"318.0";"2.0";"486.0";"48.6";"0.63";"0.77";"0.21";"";"0.0"
"UBC_179";"350.9415";"59.5013";"1160";"10";"8.325";"0.081";"0.156";"0.071";"1.935";"0.074";"376";"-1.87";"0.72";"-0.06";"1.14";"1.0";"10.0";"0.06";"0.39";"0.08";"0.08";"-0.51";"0.97";"-0.01";"1.05";"2.0";"6.0";"0.13";"0.43";"0.13";"2.01";"-1.5";"1.61";"-0.04";"1.2";"4.0";"4.0";"0.06";"0.61";"0.1";"0.68";"-1.3";"1.97";"0.03";"1.58";"5.0";"4.0";"0.05";"0.49";"0.14";"0.38";"-1.23";"0.08";"-0.05";"1.42";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"268.0";"2.0";"330.0";"33.0";"0.47";"0.67";"0.18";"0.93";"0.0"
"NGC_6520";"270.8547";"-27.8821";"1572";"64";"7.937";"0.304";"0.162";"0.069";"1.337";"0.066";"325";"-1.34";"0.59";"0.1";"1.36";"2.0";"6.0";"0.08";"0.33";"0.11";"0.11";"-0.96";"2.63";"0.1";"1.49";"2.0";"6.0";"0.05";"0.37";"0.14";"1.92";"-1.52";"1.68";"0.02";"1.53";"4.0";"5.0";"0.06";"0.48";"0.14";"0.53";"-1.29";"1.9";"0.1";"1.73";"7.0";"7.0";"0.05";"0.38";"0.14";"0.45";"-1.27";"2.19";"0.1";"1.74";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"484.0";"2.0";"530.0";"53.0";"0.58";"0.67";"0.23";"0.78";"0.0"
"Ruprecht_4";"102.2404";"-10.5289";"3584";"69";"8.85";"0.042";"-0.175";"0.046";"1.666";"0.063";"381";"-1.61";"0.0";"0.04";"1.21";"1.0";"7.0";"0.1";"0.65";"0.13";"0.13";"-1.55";"1.33";"0.04";"1.37";"1.0";"7.0";"0.05";"0.51";"0.11";"0.0";"-1.99";"2.62";"-0.05";"1.37";"4.0";"4.0";"0.04";"0.71";"0.09";"0.75";"-2.57";"2.33";"0.09";"1.84";"7.0";"5.0";"0.02";"0.52";"0.11";"0.36";"-1.51";"0.0";"-0.02";"1.52";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"329.0";"2.0";"511.0";"51.1";"0.6";"0.7";"0.18";"1.26";"0.0"
"Berkeley_86";"305.0847";"38.7073";"1637";"65";"6.869";"0.082";"-0.051";"0.063";"2.689";"0.033";"373";"-0.99";"0.0";"-0.05";"1.24";"0.0";"7.0";"0.0";"0.21";"0.09";"0.09";"-1.53";"0.0";"0.01";"1.43";"1.0";"9.0";"0.07";"0.22";"0.08";"0.0";"-1.84";"1.09";"0.07";"1.46";"5.0";"5.0";"0.06";"0.45";"0.17";"0.36";"-1.77";"2.65";"0.01";"1.57";"6.0";"13.0";"0.02";"0.17";"0.05";"0.34";"-1.26";"0.0";"-0.03";"1.62";"0.0";"10.0";"0.0";"0.15";"0.04";"0.0";"377.0";"3.0";"509.0";"50.900000000000006";"0.64";"0.77";"0.18";"0.9";"0.0"
"UPK_445";"92.4548";"-15.0341";"655";"3";"7.163";"0.053";"-0.203";"0.067";"0.727";"0.069";"378";"-1.69";"0.0";"-0.4";"0.74";"1.0";"7.0";"0.11";"0.52";"0.16";"0.16";"-0.96";"0.47";"-0.2";"0.77";"1.0";"5.0";"2.4";"0.43";"0.08";"24.53";"-1.5";"0.0";"0.03";"0.95";"4.0";"1.0";"60117805.45";"222201171.44";"95933413.02";"0.65";"-1.11";"2.9";"-0.29";"1.0";"2.0";"5.0";"0.03";"0.2";"0.04";"0.92";"-1.52";"0.0";"-0.35";"0.99";"2.0";"8.0";"0.0";"0.15";"0.04";"0.0";"110.0";"2.0";"153.0";"15.3";"0.27";"0.82";"0.18";"0.97";"0.0"
"King_15";"8.2512";"61.853";"2730";"79";"8.006";"0.537";"-0.109";"0.039";"2.063";"0.082";"374";"-2.08";"0.48";"0.1";"1.44";"2.0";"5.0";"0.06";"0.58";"0.14";"0.14";"-1.39";"0.0";"-0.07";"1.27";"0.0";"8.0";"0.0";"0.45";"0.11";"0.0";"-1.2";"1.88";"-0.05";"1.18";"3.0";"5.0";"0.08";"0.37";"0.08";"0.98";"-1.4";"2.7";"0.01";"1.47";"6.0";"6.0";"0.03";"0.28";"0.08";"0.39";"-1.47";"0.0";"-0.0";"1.56";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"278.0";"2.0";"450.0";"45.0";"0.52";"0.75";"0.18";"1.36";"0.0"
"Berkeley_60";"4.4425";"60.9344";"3060";"106";"8.583";"0.084";"-0.179";"0.02";"2.647";"0.039";"378";"-1.3";"0.0";"0.02";"1.25";"0.0";"8.0";"0.0";"0.23";"0.05";"0.05";"-0.39";"0.0";"0.02";"1.06";"0.0";"8.0";"0.0";"0.45";"0.12";"0.0";"-3.0";"2.06";"0.1";"1.66";"6.0";"3.0";"0.02";"0.77";"0.15";"0.3";"-1.11";"2.98";"0.07";"1.59";"7.0";"5.0";"0.05";"0.68";"0.18";"0.74";"-0.84";"0.0";"0.02";"1.41";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"328.0";"2.0";"559.0";"55.900000000000006";"0.5";"0.65";"0.19";"";"0.0"
"UPK_533";"123.3785";"-52.2662";"338";"9";"8.454";"0.211";"0.072";"0.07";"0.086";"0.071";"382";"-2.53";"0.0";"-0.27";"0.61";"3.0";"4.0";"0.23";"2.21";"0.33";"0.33";"-1.6";"0.0";"-0.33";"0.54";"1.0";"5.0";"0.0";"0.37";"0.1";"0.0";"-2.13";"0.0";"0.01";"0.82";"5.0";"1.0";"28188788.92";"161237936.02";"62091300.12";"1.44";"-1.61";"0.0";"-0.37";"0.69";"1.0";"6.0";"0.09";"0.38";"0.09";"0.0";"-1.71";"0.0";"-0.34";"0.85";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"68.0";"2.0";"102.0";"10.2";"0.27";"0.85";"0.15";"0.99";"0.0"
"FSR_1252";"110.6518";"-18.7089";"2884";"131";"8.998";"0.034";"-0.165";"0.056";"1.159";"0.054";"381";"-2.07";"0.0";"0.02";"1.39";"2.0";"6.0";"0.13";"1.31";"0.2";"0.2";"-0.41";"0.26";"-0.07";"0.99";"0.0";"8.0";"0.0";"0.33";"0.06";"0.0";"-2.78";"1.91";"0.03";"1.39";"5.0";"3.0";"0.04";"1.08";"0.16";"0.53";"-1.2";"2.69";"0.02";"1.5";"6.0";"4.0";"0.02";"0.39";"0.07";"0.38";"-1.22";"0.0";"-0.05";"1.44";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"286.0";"2.0";"503.0";"50.3";"0.39";"0.75";"0.17";"0.83";"0.0"
"Pismis_1";"124.5777";"-37.1035";"4133";"108";"7.824";"0.246";"-0.187";"0.025";"1.909";"0.063";"377";"-0.53";"0.0";"0.02";"0.93";"0.0";"6.0";"0.0";"1.62";"0.36";"0.36";"-2.39";"0.0";"0.02";"1.34";"0.0";"5.0";"0.0";"1.78";"0.34";"0.0";"-1.68";"0.98";"-0.01";"0.93";"5.0";"2.0";"0.41";"3.38";"0.48";"2.07";"-2.99";"1.81";"0.08";"1.48";"6.0";"5.0";"0.05";"1.26";"0.28";"0.57";"-1.63";"0.0";"0.02";"1.36";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"131.0";"2.0";"329.0";"32.9";"0.49";"0.64";"0.22";"";"0.0"
"Gulliver_59";"195.7457";"-64.6247";"1944";"94";"8.019";"0.349";"0.079";"0.041";"1.55";"0.145";"347";"-2.08";"0.0";"0.04";"1.44";"1.0";"7.0";"0.05";"0.34";"0.08";"0.08";"-1.99";"1.99";"0.1";"1.53";"2.0";"6.0";"0.05";"0.42";"0.12";"1.51";"-1.89";"1.49";"-0.01";"1.27";"4.0";"5.0";"0.06";"0.67";"0.13";"0.76";"-2.19";"1.79";"0.09";"1.74";"6.0";"6.0";"0.04";"0.55";"0.16";"0.43";"-2.05";"0.61";"0.09";"1.7";"2.0";"8.0";"0.0";"0.15";"0.04";"0.0";"306.0";"2.0";"404.0";"40.400000000000006";"0.47";"0.71";"0.2";"0.88";"0.0"
"Basel_18";"202.0204";"-62.3073";"1722";"45";"7.381";"0.046";"0.094";"0.052";"1.154";"0.047";"361";"-1.4";"0.0";"-0.1";"1.24";"0.0";"7.0";"0.0";"0.41";"0.11";"0.11";"-1.63";"0.0";"-0.01";"1.21";"1.0";"7.0";"0.09";"0.36";"0.09";"0.0";"-1.77";"2.09";"-0.15";"0.99";"3.0";"6.0";"0.03";"0.22";"0.04";"0.51";"-1.75";"3.0";"-0.1";"1.37";"4.0";"8.0";"0.02";"0.23";"0.05";"0.63";"-1.6";"0.0";"-0.08";"1.42";"1.0";"9.0";"0.0";"0.15";"0.04";"0.0";"229.0";"2.0";"353.0";"35.300000000000004";"0.52";"0.73";"0.21";"0.7";"0.0"
"NGC_1758";"76.1781";"23.8133";"850";"11";"8.742";"0.028";"-0.018";"0.038";"1.268";"0.065";"390";"-2.32";"1.28";"-0.08";"1.26";"3.0";"6.0";"0.04";"0.58";"0.08";"0.08";"-1.7";"1.84";"0.1";"1.39";"4.0";"4.0";"0.08";"1.07";"0.24";"1.35";"-2.37";"1.37";"-0.08";"1.07";"4.0";"4.0";"0.02";"0.33";"0.03";"0.26";"-2.44";"1.2";"0.09";"1.74";"6.0";"3.0";"0.05";"1.07";"0.25";"0.32";"-1.78";"0.61";"0.01";"1.56";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"268.0";"2.0";"304.0";"30.4";"0.37";"0.63";"0.2";"0.8";"0.0"
"NGC_5288";"207.1877";"-64.676";"2287";"75";"8.588";"0.347";"0.094";"0.055";"1.705";"0.138";"358";"-1.44";"0.0";"-0.05";"1.24";"0.0";"8.0";"0.0";"0.4";"0.08";"0.08";"-0.0";"0.97";"0.1";"1.04";"3.0";"5.0";"0.32";"0.89";"0.29";"2.27";"-1.76";"1.47";"0.06";"1.44";"5.0";"3.0";"0.07";"1.06";"0.25";"0.47";"-0.8";"2.12";"0.07";"1.57";"6.0";"4.0";"0.03";"0.28";"0.08";"0.24";"-0.6";"1.12";"0.01";"1.37";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"337.0";"2.0";"465.0";"46.5";"0.5";"0.66";"0.2";"0.83";"0.0"
"ESO_134_12";"221.2071";"-59.1503";"2073";"62";"7.333";"0.067";"0.133";"0.053";"2.865";"0.036";"387";"-1.73";"0.0";"0.02";"1.46";"0.0";"7.0";"0.0";"0.3";"0.09";"0.09";"-1.91";"0.73";"0.09";"1.52";"2.0";"6.0";"0.04";"0.37";"0.12";"1.16";"-1.9";"1.85";"-0.01";"1.25";"6.0";"6.0";"0.03";"0.41";"0.09";"0.44";"-1.9";"2.7";"0.03";"1.65";"6.0";"8.0";"0.03";"0.41";"0.12";"0.41";"-1.77";"1.19";"0.08";"1.72";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"341.0";"2.0";"502.0";"50.2";"0.58";"0.76";"0.21";"";"0.0"
