"name";"RA_ICRS";"DE_ICRS";"dist";"e_dist";"age";"e_age";"FeH";"e_FeH";"Av";"e_Av";"Nc";"alpha_high_ind";"alpha_low_ind";"Mc_ind";"offset_ind";"Mc_left_ind";"Mc_right_ind";"alpha_high_ind_error";"alpha_low_ind_error";"Mc_ind_error";"offset_ind_error";"alpha_high_prim";"alpha_low_prim";"Mc_prim";"offset_prim";"Mc_left_prim";"Mc_right_prim";"alpha_high_prim_error";"alpha_low_prim_error";"Mc_prim_error";"offset_prim_error";"alpha_high_sec";"alpha_low_sec";"Mc_sec";"offset_sec";"Mc_left_sec";"Mc_right_sec";"alpha_high_sec_error";"alpha_low_sec_error";"Mc_sec_error";"offset_sec_error";"alpha_high_prim_sec";"alpha_low_prim_sec";"Mc_prim_sec";"offset_prim_sec";"Mc_left_prim_sec";"Mc_right_prim_sec";"alpha_high_prim_sec_error";"alpha_low_prim_sec_error";"Mc_prim_sec_error";"offset_prim_sec_error";"alpha_high_ind_prim";"alpha_low_ind_prim";"Mc_ind_prim";"offset_ind_prim";"Mc_left_ind_prim";"Mc_right_ind_prim";"alpha_high_ind_prim_error";"alpha_low_ind_prim_error";"Mc_ind_prim_error";"offset_ind_prim_error";"vis_mass_total";"vis_mass_total_error";"mass_total";"mass_total_error";"bin_frac";"average_ratio";"str_frac";"segregation_ratio";"segregation_ratio_std"
"Gulliver_31";"301.9167";"38.2524";"2129";"59";"8.249";"0.115";"0.112";"0.06";"1.556";"0.035";"319";"-1.68";"0.0";"-0.07";"1.22";"0.0";"8.0";"0.0";"0.38";"0.07";"0.07";"-1.47";"0.71";"0.1";"1.32";"2.0";"5.0";"0.15";"0.66";"0.2";"2.45";"-1.92";"0.91";"0.05";"1.32";"4.0";"3.0";"0.07";"0.82";"0.21";"0.35";"-1.87";"1.57";"0.1";"1.66";"5.0";"5.0";"0.05";"0.47";"0.13";"0.49";"-1.4";"0.06";"-0.04";"1.47";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"246.0";"2.0";"369.0";"36.9";"0.46";"0.64";"0.21";"0.81";"0.0"
"ASCC_10";"51.9055";"35.011";"642";"3";"8.292";"0.088";"0.004";"0.028";"0.793";"0.068";"339";"-1.93";"0.0";"-0.16";"1.02";"2.0";"6.0";"0.09";"0.51";"0.08";"0.08";"-0.0";"0.41";"0.04";"0.71";"3.0";"4.0";"0.49";"0.47";"0.15";"0.76";"-1.8";"0.39";"0.01";"0.93";"4.0";"3.0";"0.16";"1.05";"0.16";"1.05";"-1.34";"0.82";"0.09";"1.27";"5.0";"3.0";"0.1";"0.76";"0.26";"0.28";"-0.98";"0.0";"-0.28";"1.17";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"147.0";"2.0";"198.0";"19.8";"0.3";"0.61";"0.2";"0.66";"0.0"
"SAI_91";"129.2342";"-50.0438";"3235";"94";"8.536";"0.285";"-0.071";"0.017";"1.754";"0.092";"328";"-2.45";"0.3";"0.1";"1.52";"2.0";"6.0";"0.08";"0.79";"0.2";"0.2";"-0.05";"0.0";"0.02";"0.86";"0.0";"7.0";"0.0";"0.46";"0.12";"0.0";"-0.0";"3.0";"-0.05";"1.12";"3.0";"3.0";"0.1";"0.97";"0.11";"1.64";"-1.12";"2.79";"0.06";"1.44";"5.0";"4.0";"0.03";"0.46";"0.13";"0.54";"-1.41";"0.93";"0.06";"1.52";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"251.0";"2.0";"392.0";"39.2";"0.38";"0.66";"0.18";"0.8";"0.0"
"UPK_614";"231.2906";"-53.9334";"885";"4";"8.473";"0.161";"-0.011";"0.038";"0.491";"0.106";"299";"-2.71";"2.9";"-0.14";"0.67";"2.0";"8.0";"0.05";"0.39";"0.06";"0.06";"-2.48";"0.42";"0.1";"1.14";"5.0";"2.0";"0.14";"5.27";"0.78";"1.06";"-1.47";"0.93";"0.03";"1.05";"7.0";"0.0";"202451764.38";"197477956.35";"483521062.12";"0.59";"-3.0";"0.35";"0.07";"1.34";"6.0";"2.0";"0.12";"4.49";"0.59";"0.8";"-3.0";"0.0";"0.07";"1.38";"4.0";"4.0";"0.0";"0.15";"0.04";"0.0";"96.0";"2.0";"116.0";"11.6";"0.48";"0.6";"0.2";"0.67";"0.0"
"Gulliver_20";"273.795";"10.9935";"415";"8";"8.853";"0.085";"-0.025";"0.036";"0.297";"0.041";"326";"-2.99";"0.0";"-0.17";"0.7";"3.0";"5.0";"0.04";"0.47";"0.06";"0.06";"-0.0";"0.37";"0.1";"0.62";"5.0";"1.0";"45355560.05";"188838020.65";"35886728.29";"1.21";"-1.43";"0.04";"-0.16";"0.4";"3.0";"3.0";"0.59";"3.46";"0.46";"3.63";"-0.45";"0.16";"-0.12";"0.78";"3.0";"4.0";"0.93";"1.06";"0.14";"2.3";"-1.76";"0.0";"-0.16";"0.96";"3.0";"5.0";"0.0";"0.15";"0.04";"0.0";"81.0";"2.0";"115.0";"11.5";"0.19";"0.68";"0.21";"0.8";"0.0"
"COIN-Gaia_17";"81.2386";"37.5253";"1057";"12";"8.125";"0.194";"-0.142";"0.04";"1.438";"0.06";"337";"-2.64";"0.0";"-0.08";"1.06";"2.0";"6.0";"0.06";"0.49";"0.06";"0.06";"-1.75";"1.03";"0.08";"1.33";"3.0";"4.0";"0.05";"0.5";"0.16";"0.46";"-1.47";"0.83";"-0.1";"1.09";"3.0";"4.0";"0.18";"1.38";"0.25";"0.91";"-1.78";"1.36";"0.02";"1.5";"4.0";"5.0";"0.04";"0.36";"0.09";"0.38";"-2.2";"0.0";"0.03";"1.49";"3.0";"7.0";"0.0";"0.15";"0.04";"0.0";"203.0";"2.0";"289.0";"28.9";"0.43";"0.61";"0.17";"0.69";"0.0"
"COIN-Gaia_26";"83.7951";"15.7051";"1309";"14";"8.148";"0.089";"-0.025";"0.041";"1.746";"0.026";"339";"-1.68";"0.0";"-0.08";"1.28";"1.0";"7.0";"0.06";"0.3";"0.06";"0.06";"-1.14";"0.0";"0.04";"1.13";"2.0";"4.0";"0.17";"0.5";"0.13";"0.02";"-1.84";"0.97";"-0.09";"0.94";"3.0";"4.0";"0.09";"0.78";"0.13";"0.96";"-1.66";"1.54";"0.0";"1.36";"4.0";"6.0";"0.05";"0.41";"0.1";"0.62";"-1.93";"0.11";"-0.03";"1.51";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"218.0";"2.0";"355.0";"35.5";"0.34";"0.57";"0.19";"0.72";"0.0"
"UBC_487";"139.7673";"-51.6195";"1795";"31";"7.415";"0.326";"0.002";"0.053";"2.02";"0.072";"335";"-1.71";"0.0";"-0.05";"1.33";"0.0";"7.0";"0.0";"0.49";"0.12";"0.12";"-1.34";"0.0";"-0.06";"1.3";"0.0";"7.0";"0.0";"0.25";"0.08";"0.0";"-1.46";"3.0";"-0.11";"1.14";"2.0";"7.0";"0.06";"0.3";"0.09";"1.91";"-1.33";"2.61";"-0.02";"1.4";"3.0";"9.0";"0.09";"0.24";"0.08";"1.7";"-1.57";"0.0";"-0.04";"1.6";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"253.0";"2.0";"394.0";"39.400000000000006";"0.49";"0.86";"0.21";"0.74";"0.0"
"NGC_5281";"206.6138";"-62.9113";"1461";"23";"7.802";"0.091";"-0.028";"0.055";"1.031";"0.026";"331";"-1.23";"0.0";"-0.01";"1.38";"1.0";"7.0";"0.12";"0.29";"0.09";"0.09";"-0.68";"1.17";"0.1";"1.22";"2.0";"5.0";"0.14";"0.32";"0.13";"1.36";"-1.06";"0.2";"0.06";"1.2";"3.0";"4.0";"0.15";"0.4";"0.15";"0.46";"-0.8";"0.75";"0.1";"1.49";"4.0";"4.0";"0.11";"0.37";"0.17";"0.34";"-0.93";"0.91";"-0.03";"1.49";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"367.0";"2.0";"437.0";"43.7";"0.38";"0.64";"0.22";"0.83";"0.0"
"Alessi_17";"113.8526";"-15.0898";"4021";"151";"8.608";"0.083";"-0.215";"0.026";"1.37";"0.076";"335";"-1.74";"1.88";"0.09";"1.2";"2.0";"5.0";"0.07";"1.12";"0.23";"0.23";"-1.93";"0.0";"0.02";"1.16";"0.0";"7.0";"0.0";"0.45";"0.08";"0.0";"-2.71";"0.76";"0.03";"1.16";"4.0";"3.0";"0.06";"1.39";"0.2";"0.56";"-2.19";"1.87";"0.03";"1.36";"7.0";"6.0";"0.05";"0.86";"0.16";"0.61";"-2.98";"0.65";"0.1";"1.67";"2.0";"6.0";"0.0";"0.15";"0.04";"0.0";"175.0";"2.0";"289.0";"28.9";"0.47";"0.65";"0.21";"0.97";"0.0"
"Berkeley_96";"337.4765";"55.3975";"3327";"376";"7.183";"0.25";"-0.087";"0.066";"1.878";"0.065";"333";"-1.49";"0.0";"0.02";"1.33";"0.0";"6.0";"0.0";"0.42";"0.14";"0.14";"-1.62";"0.0";"0.02";"1.48";"0.0";"7.0";"0.0";"0.38";"0.13";"0.0";"-1.55";"1.16";"0.04";"1.22";"4.0";"5.0";"0.08";"0.48";"0.19";"0.46";"-1.57";"1.96";"0.09";"1.53";"6.0";"8.0";"0.04";"0.35";"0.14";"0.45";"-1.62";"0.0";"0.02";"1.65";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"252.0";"2.0";"444.0";"44.400000000000006";"0.57";"0.68";"0.21";"";"0.0"
"NGC_2479";"118.7515";"-17.7474";"1561";"16";"9.101";"0.025";"0.066";"0.041";"0.069";"0.01";"338";"-0.89";"0.02";"-0.06";"1.13";"2.0";"6.0";"0.6";"1.27";"0.25";"0.25";"-1.96";"2.04";"0.09";"1.37";"5.0";"3.0";"0.05";"1.36";"0.28";"0.55";"-1.93";"3.0";"-0.18";"0.95";"4.0";"5.0";"0.08";"0.7";"0.1";"3.37";"-2.14";"1.03";"0.07";"1.65";"6.0";"3.0";"0.1";"1.94";"0.32";"1.0";"-0.91";"2.22";"-0.06";"1.35";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"241.0";"2.0";"312.0";"31.200000000000003";"0.47";"0.62";"0.18";"0.79";"0.0"
"UBC_97";"274.7873";"-15.7567";"1292";"24";"8.312";"0.226";"0.075";"0.055";"1.402";"0.08";"327";"-1.92";"0.0";"-0.13";"1.03";"0.0";"8.0";"0.0";"0.6";"0.08";"0.08";"-1.03";"0.0";"-0.21";"1.08";"0.0";"8.0";"0.0";"0.33";"0.07";"0.0";"-2.16";"1.12";"-0.07";"1.12";"4.0";"4.0";"0.07";"0.84";"0.14";"0.75";"-1.42";"1.93";"-0.09";"1.41";"4.0";"5.0";"0.05";"0.42";"0.1";"0.59";"-1.7";"0.0";"-0.02";"1.44";"2.0";"6.0";"0.0";"0.15";"0.04";"0.0";"209.0";"2.0";"351.0";"35.1";"0.52";"0.64";"0.21";"0.91";"0.0"
"NGC_7067";"321.0723";"48.0137";"4654";"167";"7.085";"0.044";"-0.083";"0.047";"2.565";"0.034";"329";"-1.12";"0.0";"0.02";"1.48";"0.0";"7.0";"0.0";"0.49";"0.24";"0.24";"-1.01";"0.0";"0.02";"1.47";"0.0";"7.0";"0.0";"0.41";"0.2";"0.0";"-1.12";"1.2";"0.1";"1.27";"4.0";"6.0";"0.08";"0.35";"0.17";"0.47";"-0.79";"1.82";"0.1";"1.47";"5.0";"7.0";"0.08";"0.36";"0.19";"0.58";"-1.06";"0.0";"0.02";"1.7";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"434.0";"2.0";"660.0";"66.0";"0.54";"0.7";"0.23";"";"0.0"
"UBC_472";"120.7474";"-35.0834";"1753";"52";"9.049";"0.084";"-0.069";"0.135";"2.209";"0.073";"334";"-0.8";"3.0";"0.04";"0.67";"2.0";"3.0";"0.03";"0.52";"0.1";"0.1";"-0.22";"1.02";"0.05";"0.81";"2.0";"5.0";"0.22";"1.24";"0.29";"1.86";"-2.84";"1.09";"0.1";"1.27";"5.0";"2.0";"0.04";"1.65";"0.27";"0.42";"-1.02";"2.23";"0.05";"1.33";"5.0";"3.0";"0.03";"0.54";"0.11";"0.37";"-0.34";"0.85";"0.05";"0.96";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"113.0";"2.0";"132.0";"13.2";"0.7";"0.85";"0.21";"0.53";"0.0"
"FSR_0537";"19.6921";"60.3499";"2838";"67";"7.661";"0.057";"-0.118";"0.022";"1.754";"0.039";"333";"-1.72";"0.0";"-0.04";"1.35";"0.0";"7.0";"0.0";"0.68";"0.15";"0.15";"-1.37";"0.0";"-0.11";"1.06";"0.0";"7.0";"0.0";"0.67";"0.14";"0.0";"-1.83";"0.7";"0.01";"0.94";"5.0";"4.0";"0.27";"2.93";"0.57";"0.94";"-1.61";"1.82";"-0.0";"1.27";"5.0";"5.0";"0.09";"1.1";"0.27";"0.83";"-1.97";"0.0";"-0.05";"1.53";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"183.0";"2.0";"372.0";"37.2";"0.42";"0.63";"0.18";"0.75";"0.0"
"Platais_8";"137.2215";"-58.3813";"135";"1";"7.709";"0.05";"0.153";"0.037";"0.055";"0.063";"334";"-1.62";"0.63";"-0.4";"0.8";"5.0";"6.0";"0.09";"0.48";"0.14";"0.14";"-1.14";"1.48";"-0.13";"0.66";"2.0";"4.0";"0.2";"0.5";"0.12";"2.77";"-1.28";"0.04";"-0.34";"0.33";"1.0";"6.0";"1.55";"0.65";"0.16";"18.01";"-1.38";"1.22";"-0.3";"0.66";"1.0";"8.0";"0.06";"0.24";"0.07";"0.0";"-1.31";"0.65";"-0.4";"0.93";"5.0";"7.0";"0.0";"0.15";"0.04";"0.0";"93.0";"2.0";"103.0";"10.3";"0.12";"0.7";"0.15";"0.87";"0.0"
"BDSB96";"106.3591";"-12.3197";"1083";"17";"6.685";"0.055";"0.003";"0.088";"1.13";"0.24";"339";"-1.44";"0.0";"-0.25";"0.81";"1.0";"5.0";"0.19";"0.87";"0.15";"0.15";"-1.22";"0.84";"-0.03";"1.01";"2.0";"5.0";"0.11";"0.26";"0.08";"1.23";"-1.15";"0.0";"0.01";"1.01";"3.0";"2.0";"0.3";"0.85";"0.25";"0.81";"-1.22";"1.35";"-0.11";"1.12";"4.0";"6.0";"0.04";"0.19";"0.06";"0.35";"-1.31";"0.6";"-0.2";"1.08";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"129.0";"2.0";"171.0";"17.1";"0.45";"0.77";"0.13";"0.76";"0.0"
"FSR_0979";"97.8329";"11.0856";"2225";"219";"8.67";"0.581";"-0.13";"0.053";"2.886";"0.152";"343";"-1.25";"0.0";"0.02";"1.05";"0.0";"7.0";"0.0";"0.67";"0.13";"0.13";"-2.24";"0.0";"-0.02";"1.4";"0.0";"8.0";"0.0";"0.41";"0.07";"0.0";"-1.67";"2.85";"-0.01";"1.26";"5.0";"4.0";"0.05";"0.91";"0.1";"1.11";"-2.57";"3.0";"0.03";"1.63";"7.0";"7.0";"0.03";"0.73";"0.14";"0.81";"-2.0";"0.0";"-0.02";"1.55";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"256.0";"2.0";"508.0";"50.8";"0.65";"0.83";"0.16";"1.02";"0.0"
"Collinder_185";"125.8276";"-36.3682";"1442";"26";"8.036";"0.061";"-0.031";"0.052";"0.757";"0.056";"339";"-1.97";"0.0";"-0.22";"0.9";"0.0";"9.0";"0.0";"0.51";"0.08";"0.08";"-1.82";"1.56";"0.1";"1.3";"2.0";"5.0";"0.08";"0.46";"0.13";"1.54";"-2.42";"0.66";"-0.0";"1.04";"4.0";"3.0";"0.14";"2.24";"0.34";"1.12";"-1.58";"1.8";"-0.03";"1.38";"3.0";"5.0";"0.05";"0.32";"0.08";"0.62";"-1.39";"0.0";"-0.11";"1.3";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"151.0";"2.0";"237.0";"23.700000000000003";"0.45";"0.58";"0.23";"0.7";"0.0"
"UBC_561";"261.2026";"-37.5143";"1522";"41";"8.23";"0.32";"0.155";"0.025";"2.919";"0.072";"345";"-2.27";"2.64";"0.07";"1.34";"1.0";"6.0";"0.03";"0.38";"0.09";"0.09";"-1.62";"0.07";"0.03";"1.3";"1.0";"7.0";"0.14";"0.59";"0.16";"2.27";"-2.29";"1.32";"0.0";"1.28";"4.0";"4.0";"0.06";"1.19";"0.22";"0.38";"-2.13";"2.4";"0.02";"1.53";"8.0";"7.0";"0.03";"0.42";"0.08";"0.59";"-1.83";"1.37";"0.05";"1.59";"2.0";"6.0";"0.0";"0.15";"0.04";"0.0";"253.0";"2.0";"339.0";"33.9";"0.62";"0.78";"0.21";"1.1";"0.0"
"Teutsch_103";"142.157";"-46.6078";"2438";"135";"8.662";"0.103";"-0.027";"0.023";"2.748";"0.068";"347";"-2.38";"0.0";"0.02";"1.22";"0.0";"6.0";"0.0";"0.86";"0.16";"0.16";"-1.89";"0.0";"0.02";"0.89";"0.0";"6.0";"0.0";"0.94";"0.2";"0.0";"-2.0";"1.7";"0.03";"0.72";"4.0";"4.0";"0.11";"2.48";"0.43";"1.32";"-2.27";"2.56";"0.04";"1.24";"2.0";"4.0";"0.04";"0.72";"0.15";"1.18";"-2.37";"0.0";"0.02";"1.34";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"95.0";"2.0";"232.0";"23.200000000000003";"0.36";"0.75";"0.15";"";"0.0"
"NGC_2126";"90.6392";"49.8959";"1254";"18";"9.181";"0.021";"-0.141";"0.05";"0.806";"0.06";"346";"-3.0";"1.81";"-0.09";"0.96";"3.0";"5.0";"0.05";"1.41";"0.11";"0.11";"-3.0";"2.9";"0.08";"1.56";"5.0";"3.0";"0.03";"1.58";"0.27";"0.73";"-1.41";"1.82";"-0.1";"1.1";"5.0";"3.0";"0.06";"0.77";"0.07";"0.95";"-3.0";"1.57";"0.08";"1.83";"7.0";"2.0";"0.07";"3.53";"0.6";"0.43";"-3.0";"0.67";"0.07";"1.61";"5.0";"4.0";"0.0";"0.15";"0.04";"0.0";"218.0";"2.0";"243.0";"24.3";"0.53";"0.71";"0.19";"0.76";"0.0"
"UBC_340";"270.7707";"-22.6504";"1265";"24";"7.413";"0.066";"0.161";"0.05";"2.376";"0.076";"344";"-1.73";"0.0";"-0.06";"1.28";"0.0";"8.0";"0.0";"0.26";"0.06";"0.06";"-1.27";"0.45";"0.06";"1.44";"1.0";"7.0";"0.09";"0.36";"0.13";"0.01";"-1.6";"2.01";"0.01";"1.37";"4.0";"6.0";"0.03";"0.27";"0.07";"0.48";"-1.69";"2.22";"0.09";"1.75";"6.0";"8.0";"0.03";"0.33";"0.12";"0.45";"-1.67";"0.0";"0.08";"1.63";"2.0";"9.0";"0.0";"0.15";"0.04";"0.0";"360.0";"2.0";"490.0";"49.0";"0.55";"0.71";"0.19";"1.01";"0.0"
"UPK_42";"293.9368";"-3.6817";"580";"1";"8.428";"0.085";"-0.099";"0.029";"1.71";"0.056";"350";"-1.97";"2.59";"-0.14";"0.95";"2.0";"7.0";"0.06";"0.56";"0.09";"0.09";"-2.35";"0.0";"0.03";"1.27";"3.0";"3.0";"0.17";"1.66";"0.35";"1.33";"-1.25";"0.43";"-0.37";"0.72";"1.0";"6.0";"2.74";"0.5";"0.09";"42.95";"-1.5";"1.58";"-0.22";"1.18";"3.0";"5.0";"0.02";"0.21";"0.03";"0.32";"-2.05";"0.39";"-0.14";"1.18";"2.0";"8.0";"0.0";"0.15";"0.04";"0.0";"154.0";"2.0";"206.0";"20.6";"0.49";"0.67";"0.18";"0.67";"0.0"
"Dolidze_3";"303.8127";"36.8421";"1894";"37";"6.999";"0.072";"0.009";"0.091";"2.266";"0.032";"337";"-1.07";"0.0";"0.02";"1.27";"0.0";"7.0";"0.0";"0.32";"0.12";"0.12";"-1.04";"0.0";"0.02";"1.34";"0.0";"9.0";"0.0";"0.34";"0.12";"0.0";"-1.86";"1.88";"0.06";"1.47";"4.0";"6.0";"0.03";"0.28";"0.09";"0.35";"-1.52";"2.46";"0.09";"1.69";"5.0";"9.0";"0.03";"0.23";"0.08";"0.46";"-1.18";"0.0";"0.02";"1.62";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"378.0";"2.0";"513.0";"51.3";"0.6";"0.66";"0.16";"0.68";"0.0"
"Ruprecht_25";"114.1863";"-23.3838";"5623";"188";"8.933";"0.066";"-0.366";"0.041";"1.859";"0.099";"351";"-0.85";"0.0";"0.02";"0.8";"0.0";"6.0";"0.0";"1.49";"0.29";"0.29";"-2.9";"0.0";"0.02";"1.24";"0.0";"6.0";"0.0";"1.24";"0.22";"0.0";"-1.93";"2.18";"-0.02";"0.97";"4.0";"2.0";"0.07";"2.16";"0.2";"0.85";"-2.84";"2.41";"0.1";"1.54";"6.0";"3.0";"0.03";"0.99";"0.19";"0.52";"-2.14";"0.0";"0.02";"1.3";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"109.0";"2.0";"339.0";"33.9";"0.54";"0.68";"0.2";"";"0.0"
"UBC_485";"138.1869";"-44.9023";"1675";"35";"8.646";"0.167";"-0.011";"0.073";"1.546";"0.109";"347";"-2.34";"0.0";"0.1";"1.21";"3.0";"4.0";"0.1";"1.07";"0.27";"0.27";"-1.46";"0.0";"0.02";"0.95";"2.0";"5.0";"0.19";"0.74";"0.14";"2.53";"-1.5";"2.98";"-0.1";"0.91";"4.0";"3.0";"0.05";"0.61";"0.06";"1.29";"-2.1";"2.87";"-0.02";"1.38";"4.0";"4.0";"0.04";"0.67";"0.11";"0.93";"-2.28";"0.0";"0.09";"1.4";"3.0";"5.0";"0.0";"0.15";"0.04";"0.0";"140.0";"2.0";"216.0";"21.6";"0.49";"0.81";"0.16";"0.99";"0.0"
"COIN-Gaia_41";"89.814";"19.0321";"1579";"51";"7.261";"0.166";"-0.04";"0.077";"2.138";"0.084";"353";"-3.0";"0.0";"-0.09";"1.21";"0.0";"13.0";"0.0";"0.43";"0.06";"0.06";"-1.94";"0.71";"0.08";"1.52";"2.0";"6.0";"0.1";"0.37";"0.13";"1.99";"-1.8";"2.11";"-0.0";"1.31";"6.0";"6.0";"0.06";"0.65";"0.19";"0.68";"-2.03";"3.0";"0.02";"1.64";"7.0";"9.0";"0.03";"0.39";"0.11";"0.7";"-2.4";"0.02";"0.03";"1.66";"2.0";"10.0";"0.0";"0.15";"0.04";"0.0";"321.0";"3.0";"613.0";"61.3";"0.51";"0.85";"0.18";"0.61";"0.0"
"Ruprecht_37";"117.4537";"-17.2489";"4508";"193";"9.507";"0.038";"-0.231";"0.051";"0.488";"0.063";"352";"-3.0";"0.0";"-0.2";"0.98";"0.0";"8.0";"0.0";"1.1";"0.06";"0.06";"-0.08";"1.63";"0.02";"1.07";"4.0";"4.0";"0.17";"3.02";"0.26";"3.11";"-0.48";"1.98";"0.02";"1.45";"8.0";"0.0";"55520354.44";"96590206.47";"134854694.28";"0.37";"-1.94";"2.74";"-0.0";"1.48";"12.0";"3.0";"0.03";"1.85";"0.12";"0.41";"-1.1";"0.0";"-0.02";"1.26";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"221.0";"2.0";"723.0";"72.3";"0.56";"0.77";"0.18";"0.87";"0.0"
"COIN-Gaia_12";"79.1834";"41.7377";"923";"7";"8.767";"0.041";"-0.081";"0.039";"0.516";"0.069";"349";"-2.33";"0.49";"-0.14";"1.05";"2.0";"6.0";"0.04";"0.33";"0.04";"0.04";"-0.51";"1.93";"-0.02";"0.9";"3.0";"4.0";"0.14";"1.14";"0.26";"1.89";"-2.83";"0.61";"-0.07";"0.81";"3.0";"4.0";"0.05";"0.61";"0.06";"0.56";"-1.13";"1.38";"-0.05";"1.19";"4.0";"4.0";"0.09";"0.73";"0.14";"0.65";"-1.54";"0.46";"-0.12";"1.24";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"159.0";"2.0";"214.0";"21.4";"0.3";"0.55";"0.19";"0.74";"0.0"
"UFMG_34";"233.8648";"-57.6667";"2124";"141";"8.937";"0.063";"0.092";"0.076";"3.219";"0.06";"344";"-1.18";"0.0";"0.02";"1.14";"0.0";"7.0";"0.0";"0.73";"0.15";"0.15";"-0.0";"0.0";"0.02";"1.03";"0.0";"8.0";"0.0";"0.47";"0.11";"0.0";"-1.18";"1.38";"0.1";"1.42";"6.0";"2.0";"0.13";"2.45";"0.54";"0.51";"-0.6";"2.34";"0.1";"1.51";"9.0";"4.0";"0.04";"0.67";"0.17";"0.38";"-0.48";"0.0";"0.02";"1.29";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"315.0";"2.0";"534.0";"53.400000000000006";"0.6";"0.76";"0.22";"";"0.0"
"FSR_1125";"102.6182";"-5.4473";"3552";"309";"8.845";"0.367";"-0.327";"0.042";"2.208";"0.162";"355";"-1.38";"0.0";"0.02";"0.96";"0.0";"6.0";"0.0";"1.87";"0.3";"0.3";"-1.21";"0.0";"0.02";"0.92";"0.0";"6.0";"0.0";"2.06";"0.36";"0.0";"-0.0";"1.85";"0.1";"1.0";"5.0";"1.0";"1468797.58";"238925166.56";"26083178.52";"0.74";"-2.03";"2.68";"0.1";"1.31";"8.0";"3.0";"0.04";"1.49";"0.32";"0.45";"-1.35";"0.0";"0.02";"1.2";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"110.0";"2.0";"266.0";"26.6";"0.46";"0.71";"0.18";"";"0.0"
"Pismis_4";"128.8007";"-44.4462";"677";"3";"8.306";"0.058";"-0.051";"0.025";"0.207";"0.028";"356";"-2.0";"0.22";"-0.12";"1.09";"3.0";"6.0";"0.09";"0.62";"0.11";"0.11";"-1.2";"0.8";"0.06";"1.1";"4.0";"3.0";"0.25";"2.08";"0.58";"0.82";"-2.84";"0.0";"0.04";"0.99";"5.0";"2.0";"0.06";"1.62";"0.19";"0.26";"-2.22";"0.45";"0.1";"1.49";"5.0";"3.0";"0.08";"1.17";"0.29";"0.32";"-1.81";"0.0";"-0.01";"1.36";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"168.0";"2.0";"212.0";"21.200000000000003";"0.33";"0.65";"0.22";"0.84";"0.0"
"Ruprecht_16";"110.7985";"-19.4735";"2610";"95";"8.37";"0.107";"-0.046";"0.043";"1.027";"0.05";"356";"-2.08";"0.24";"-0.05";"1.33";"0.0";"8.0";"0.0";"0.23";"0.04";"0.04";"-1.59";"1.13";"0.05";"1.13";"1.0";"6.0";"0.04";"0.33";"0.08";"0.0";"-1.33";"2.58";"-0.11";"0.92";"4.0";"3.0";"0.05";"1.03";"0.09";"0.75";"-2.33";"2.25";"0.03";"1.47";"5.0";"5.0";"0.03";"0.59";"0.14";"0.52";"-1.92";"0.0";"-0.0";"1.53";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"204.0";"2.0";"322.0";"32.2";"0.35";"0.62";"0.2";"0.81";"0.0"
"Ruprecht_71";"132.3106";"-46.8617";"1795";"56";"7.426";"0.028";"0.095";"0.076";"1.25";"0.074";"347";"-1.47";"0.0";"-0.08";"1.33";"0.0";"7.0";"0.0";"0.29";"0.08";"0.08";"-1.59";"0.0";"-0.08";"1.36";"0.0";"8.0";"0.0";"0.12";"0.03";"0.0";"-2.66";"2.97";"-0.07";"1.24";"5.0";"6.0";"0.03";"0.71";"0.1";"0.87";"-1.92";"3.0";"-0.06";"1.5";"4.0";"10.0";"0.03";"0.27";"0.06";"0.86";"-1.62";"0.0";"-0.14";"1.55";"0.0";"11.0";"0.0";"0.15";"0.04";"0.0";"308.0";"2.0";"476.0";"47.6";"0.58";"0.83";"0.2";"0.69";"0.0"
